Daerah,Kecamatan,harga,kamar_tidur,luas_bangunan,luas_lahan
Ngaglik, Sleman,1.500.000.000,2,80 m²,130 m²
Maguwoharjo, Sleman,1.250.000.000,2,60 m²,132 m²
Ngaglik, Sleman,1.500.000.000,3,93 m²,133 m²
Ngaglik, Sleman,920.000.000,3,54 m²,92 m²
Sleman,,540.000.000,2,45 m²,120 m²
Banguntapan, Bantul,955.000.000,3,70 m²,104 m²
Sedayu, Bantul,770.400.000,2,50 m²,115 m²
Maguwoharjo, Sleman,850.000.000,5,110 m²,117 m²
Maguwoharjo, Sleman,4.500.000.000,4,210 m²,160 m²
Bantul,,522.500.000,2,45 m²,108 m²
Godean, Sleman,600.000.000,2,55 m²,92 m²
Sleman, Sleman,588.000.000,2,50 m²,121 m²
Banguntapan, Bantul,425.000.000,3,60 m²,84 m²
Ngaglik, Sleman,920.000.000,3,54 m²,92 m²
Kalasan, Sleman,1.600.000.000,4,148 m²,162 m²
Kalasan, Sleman,570.000.000,2,55 m²,92 m²
Kalasan, Sleman,1.200.000.000,4,110 m²,101 m²
Dlingo, Bantul,1.300.000.000,3,65 m²,63 m²
Sleman,,540.000.000,2,45 m²,120 m²
Banguntapan, Bantul,650.000.000,2,40 m²,91 m²
Umbulharjo, Yogyakarta,1.300.000.000,6,150 m²,115 m²
Ngaglik, Sleman,1.500.000.000,2,80 m²,130 m²
Maguwoharjo, Sleman,1.250.000.000,2,60 m²,132 m²
Ngaglik, Sleman,1.500.000.000,3,93 m²,133 m²
Ngaglik, Sleman,1.200.000.000,3,100 m²,148 m²
Ngaglik, Sleman,790.000.000,3,80 m²,128 m²
Maguwoharjo, Sleman,850.000.000,5,110 m²,117 m²
Maguwoharjo, Sleman,4.500.000.000,4,210 m²,160 m²
Kasihan, Bantul,345.000.000,2,36 m²,84 m²
Pakualaman, Yogyakarta,8.000.000.000,3,400 m²,423 m²
Sedayu, Bantul,726.400.000,2,50 m²,105 m²
Kalasan, Sleman,1.700.000.000,5,263 m²,160 m²
Depok, Sleman,1.400.000.000,3,140 m²,187 m²
Wirobrajan, Yogyakarta,700.000.000,4,75 m²,84 m²
Sewon, Bantul,5.500.000.000,3,370 m²,222 m²
Kalasan, Sleman,650.000.000,2,55 m²,97 m²
Kalasan, Sleman,1.250.000.000,3,100 m²,135 m²
Sewon, Bantul,800.000.000,3,100 m²,120 m²
Caturtunggal, Sleman,2.700.000.000,16,293 m²,302 m²
Ngaglik, Sleman,1.350.000.000,4,120 m²,112 m²
Depok, Sleman,8.900.000.000,6,700 m²,900 m²
Umbulharjo, Yogyakarta,3.500.000.000,7,700 m²,400 m²
Umbulharjo, Yogyakarta,839.000.000,3,80 m²,89 m²
Tegalrejo, Yogyakarta,1.260.000.000,3,100 m²,97 m²
Umbulharjo, Yogyakarta,3.500.000.000,4,400 m²,600 m²
Godean, Sleman,790.000.000,3,70 m²,120 m²
Wonosari, Gunung Kidul,210.000.000,2,40 m²,60 m²
Sedayu, Bantul,340.000.000,2,36 m²,70 m²
Ngaglik, Sleman,5.500.000.000,6,300 m²,454 m²
Sedayu, Bantul,412.000.000,2,40 m²,80 m²
Caturtunggal, Sleman,2.800.000.000,3,130 m²,185 m²
Ngaglik, Sleman,3.900.000.000,5,230 m²,240 m²
Ngaglik, Sleman,675.000.000,3,70 m²,102 m²
Ngaglik, Sleman,12.500.000.000,17,900 m²,1100 m²
Ngaglik, Sleman,2.350.000.000,5,180 m²,193 m²
Ngaglik, Sleman,2.200.000.000,3,100 m²,162 m²
Ngaglik, Sleman,2.455.000.000,5,215 m²,190 m²
Ngaglik, Sleman,1.750.000.000,5,150 m²,179 m²
Gamping, Sleman,8.800.000.000,3,197 m²,588 m²
Ngaglik, Sleman,1.500.000.000,5,170 m²,130 m²
Depok, Sleman,775.000.000,3,75 m²,151 m²
Mlati, Sleman,950.000.000,2,100 m²,106 m²
Ngaglik, Sleman,1.499.900.000,4,160 m²,130 m²
Banguntapan, Bantul,2.250.000.000,4,200 m²,100 m²
Banguntapan, Bantul,2.100.000.000,4,180 m²,132 m²
Purwo martani, Sleman,1.500.000.000,4,134 m²,152 m²
Ngemplak, Sleman,1.200.000.000,4,120 m²,125 m²
Depok, Sleman,3.900.000.000,5,236 m²,240 m²
Banguntapan, Bantul,550.000.000,2,45 m²,100 m²
Condong Catur, Sleman,2.900.000.000,4,200 m²,160 m²
Kasihan, Bantul,575.000.000,2,80 m²,127 m²
Kasihan, Bantul,305.000.000,2,36 m²,86 m²
Sleman,,975.000.000,3,90 m²,150 m²
Sleman,,2.400.000.000,5,315 m²,262 m²
Depok, Sleman,6.000.000.000,6,418 m²,481 m²
Depok, Sleman,1.500.000.000,3,74 m²,208 m²
Ngaglik, Sleman,1.300.000.000,6,183 m²,183 m²
Purwo martani, Sleman,2.200.000.000,5,250 m²,250 m²
Ngaglik, Sleman,850.000.000,2,70 m²,126 m²
Depok, Sleman,13.000.000.000,4,512 m²,1386 m²
Sleman,,3.600.000.000,6,225 m²,307 m²
Ngaglik, Sleman,1.800.000.000,10,250 m²,200 m²
Ngaglik, Sleman,770.000.000,3,70 m²,150 m²
Sewon, Bantul,840.000.000,3,73 m²,84 m²
Yogyakarta,,750.000.000,3,82 m²,101 m²
Depok, Sleman,2.200.000.000,,108 m²,307 m²
Ngaglik, Sleman,3.000.000.000,8,265 m²,180 m²
Kasihan, Bantul,727.000.000,2,45 m²,80 m²
Kasihan, Bantul,714.273.414,2,50 m²,108 m²
Sewon, Bantul,2.000.000.000,4,150 m²,298 m²
Banguntapan, Bantul,600.000.000,3,75 m²,110 m²
Purwo martani, Sleman,1.450.000.000,3,126 m²,112 m²
Kasihan, Bantul,450.000.000,2,42 m²,114 m²
Kasihan, Bantul,2.950.000.000,5,220 m²,352 m²
Purwo martani, Sleman,1.895.000.000,5,162 m²,126 m²
Depok, Sleman,6.290.000.000,7,210 m²,491 m²
Depok, Sleman,5.000.000.000,4,255 m²,200 m²
Prambanan, Sleman,550.000.000,2,55 m²,101 m²
Banguntapan, Bantul,420.000.000,2,45 m²,54 m²
Sedayu, Bantul,385.000.000,2,36 m²,78 m²
Ngemplak, Sleman,1.300.000.000,3,90 m²,128 m²
Wirobrajan, Yogyakarta,4.500.000.000,3,250 m²,320 m²
Depok, Sleman,2.500.000.000,4,120 m²,137 m²
Sedayu, Bantul,397.000.000,,36 m²,
Kasihan, Bantul,340.000.000,2,36 m²,36 m²
Sedayu, Bantul,390.000.000,2,36 m²,75 m²
Mlati, Sleman,550.000.000,2,50 m²,102 m²
Mlati, Sleman,647.000.000,2,50 m²,105 m²
Mlati, Sleman,4.000.000.000,15,300 m²,300 m²
Mlati, Sleman,2.175.000.000,5,215 m²,225 m²
Mlati, Sleman,617.000.000,2,45 m²,106 m²
Prambanan, Sleman,582.000.000,2,50 m²,120 m²
Ngemplak, Sleman,950.000.000,3,200 m²,150 m²
Ngaglik, Sleman,775.000.000,2,70 m²,126 m²
Maguwoharjo, Sleman,2.320.000.000,5,145 m²,164 m²
Maguwoharjo, Sleman,775.000.000,3,71 m²,96 m²
Maguwoharjo, Sleman,1.400.000.000,4,180 m²,140 m²
Sleman,,900.000.000,3,140 m²,95 m²
Ngaglik, Sleman,1.975.000.000,4,140 m²,144 m²
Sleman,,1.850.000.000,5,150 m²,136 m²
Mlati, Sleman,2.000.000.000,3,110 m²,131 m²
Prambanan, Sleman,1.750.000.000,4,180 m²,650 m²
Banguntapan, Bantul,595.000.000,3,62 m²,101 m²
Caturtunggal, Sleman,12.500.000.000,8,450 m²,890 m²
Depok, Sleman,12.500.000.000,6,680 m²,504 m²
Gamping, Sleman,1.400.000.000,3,115 m²,135 m²
Yogyakarta,,650.000.000,3,70 m²,110 m²
Mlati, Sleman,5.000.000.000,3,416 m²,416 m²
Umbulharjo, Yogyakarta,890.000.000,3,70 m²,104 m²
Danurejan, Yogyakarta,13.000.000.000,4,258 m²,497 m²
Ngemplak, Sleman,900.000.000,4,163 m²,163 m²
Ngaglik, Sleman,5.300.000.000,4,400 m²,315 m²
Ngaglik, Sleman,2.700.000.000,4,300 m²,500 m²
Ngemplak, Sleman,600.000.000,3,70 m²,96 m²
Kalasan, Sleman,599.000.000,3,85 m²,120 m²
Depok, Sleman,4.750.000.000,4,240 m²,283 m²
Ngaglik, Sleman,5.000.000.000,6,380 m²,260 m²
Ngaglik, Sleman,1.300.000.000,3,125 m²,175 m²
Depok, Sleman,1.100.000.000,6,86 m²,145 m²
Depok, Sleman,2.500.000.000,5,240 m²,261 m²
Depok, Sleman,1.500.000.000,4,100 m²,138 m²
Ngaglik, Sleman,2.500.000.000,5,145 m²,197 m²
Ngaglik, Sleman,2.350.000.000,3,15 m²,254 m²
Ngaglik, Sleman,875.000.000,3,100 m²,142 m²
Depok, Sleman,7.500.000.000,6,250 m²,450 m²
Depok, Sleman,2.150.000.000,5,350 m²,173 m²
Yogyakarta,,800.000.000,4,120 m²,90 m²
Banguntapan, Bantul,1.750.000.000,3,135 m²,156 m²
Prambanan, Sleman,1.350.000.000,4,120 m²,370 m²
Prambanan, Sleman,275.000.000,2,40 m²,65 m²
Banguntapan, Bantul,1.850.000.000,3,178 m²,128 m²
Depok, Sleman,907.660.000,2,50 m²,109 m²
Ngaglik, Sleman,675.000.000,2,60 m²,98 m²
Depok, Sleman,2.500.000.000,7,530 m²,360 m²
Sewon, Bantul,550.000.000,2,45 m²,87 m²
Ngaglik, Sleman,1.350.000.000,15,311 m²,311 m²
Tegalrejo, Yogyakarta,1.700.000.000,2,301 m²,301 m²
Mlati, Sleman,1.300.000.000,3,100 m²,110 m²
Prambanan, Sleman,320.000.000,2,30 m²,73 m²
Depok, Sleman,3.500.000.000,16,450 m²,410 m²
Bantul,,1.650.000.000,3,130 m²,150 m²
Depok, Sleman,3.900.000.000,5,236 m²,240 m²
Condong Catur, Sleman,2.900.000.000,4,200 m²,160 m²
Kasihan, Bantul,305.000.000,2,36 m²,86 m²
Kasihan, Bantul,575.000.000,2,80 m²,127 m²
Ngemplak, Sleman,1.300.000.000,3,90 m²,128 m²
Depok, Sleman,2.500.000.000,4,120 m²,137 m²
Sedayu, Bantul,385.000.000,2,36 m²,78 m²
Wirobrajan, Yogyakarta,4.500.000.000,3,250 m²,320 m²
Kalasan, Sleman,2.500.000.000,3,73 m²,144 m²
Depok, Sleman,3.200.000.000,2,350 m²,300 m²
Depok, Sleman,907.660.000,2,50 m²,109 m²
Kalasan, Sleman,825.000.000,3,100 m²,130 m²
Tempel, Sleman,1.500.000.000,3,130 m²,370 m²
Ngemplak, Sleman,5.750.000.000,5,539 m²,360 m²
Caturtunggal, Sleman,3.000.000.000,15,401 m²,201 m²
Pakem, Sleman,1.990.000.000,3,250 m²,460 m²
Ngemplak, Sleman,1.500.000.000,3,74 m²,208 m²
Kalasan, Sleman,680.000.000,3,80 m²,127 m²
Depok, Sleman,4.000.000.000,4,250 m²,300 m²
Yogyakarta,,1.300.000.000,3,75 m²,121 m²
Kalasan, Sleman,499.000.000,2,54 m²,94 m²
Kalasan, Sleman,535.000.000,2,45 m²,93 m²
Umbulharjo, Yogyakarta,2.500.000.000,6,260 m²,240 m²
Sleman, Sleman,1.350.000.000,4,130 m²,370 m²
Caturtunggal, Sleman,3.500.000.000,5,251 m²,306 m²
Ngemplak, Sleman,1.400.000.000,4,178 m²,138 m²
Sleman, Sleman,2.250.000.000,3,74 m²,212 m²
Banguntapan, Bantul,2.500.000.000,4,180 m²,130 m²
Kalasan, Sleman,1.895.000.000,5,162 m²,126 m²
Kalasan, Sleman,495.000.000,2,40 m²,96 m²
Umbulharjo, Yogyakarta,3.500.000.000,4,165 m²,481 m²
Kotagede, Yogyakarta,875.000.000,4,200 m²,117 m²
Ngemplak, Sleman,3.100.000.000,5,500 m²,550 m²
Condong Catur, Sleman,2.320.000.000,3,95 m²,135 m²
Kalasan, Sleman,2.500.000.000,3,115 m²,162 m²
Sedayu, Bantul,397.000.000,2,36 m²,72 m²
Mlati, Sleman,795.000.000,3,100 m²,120 m²
Umbulharjo, Yogyakarta,3.699.990.000,4,145 m²,300 m²
Mergangsan, Yogyakarta,1.300.000.000,12,280 m²,139 m²
Maguwoharjo, Sleman,3.200.000.000,7,400 m²,550 m²
Godean, Sleman,4.999.000.000,6,600 m²,350 m²
Seyegan, Sleman,395.000.000,2,55 m²,90 m²
Kalasan, Sleman,875.000.000,2,140 m²,153 m²
Condong Catur, Sleman,1.400.000.000,3,120 m²,106 m²
Gondokusuman, Yogyakarta,5.040.000.000,5,386 m²,421 m²
Pakem, Sleman,5.000.000.000,5,500 m²,2417 m²
Caturtunggal, Sleman,3.000.000.000,15,290 m²,155 m²
Condong Catur, Sleman,2.300.000.000,4,240 m²,150 m²
Ngaglik, Sleman,976.000.000,3,100 m²,134 m²
Ngaglik, Sleman,5.000.000.000,5,273 m²,243 m²
Sleman, Sleman,2.750.000.000,5,300 m²,252 m²
Caturtunggal, Sleman,2.200.000.000,4,150 m²,149 m²
Caturtunggal, Sleman,2.200.000.000,4,150 m²,149 m²
Prambanan, Sleman,5.000.000.000,2,75 m²,1006 m²
Ngaglik, Sleman,2.500.000.000,5,200 m²,204 m²
Depok, Sleman,2.300.000.000,15,227 m²,155 m²
Caturtunggal, Sleman,2.500.000.000,15,290 m²,155 m²
Ngaglik, Sleman,4.500.000.000,5,250 m²,202 m²
Purwo martani, Sleman,694.000.000,2,65 m²,101 m²
Ngaglik, Sleman,2.000.000.000,5,315 m²,265 m²
Kasihan, Bantul,595.000.000,5,92 m²,92 m²
Banguntapan, Bantul,660.000.000,2,50 m²,101 m²
Purwo martani, Sleman,675.000.000,2,50 m²,110 m²
Gamping, Sleman,8.500.000.000,7,850 m²,1000 m²
Banguntapan, Bantul,1.350.000.000,3,134 m²,112 m²
Ngaglik, Sleman,3.500.000.000,5,350 m²,361 m²
Tempel, Sleman,1.250.000.000,3,130 m²,387 m²
Ngaglik, Sleman,2.000.000.000,5,315 m²,265 m²
Sewon, Bantul,795.000.000,3,100 m²,114 m²
Sleman, Sleman,3.000.000.000,10,164 m²,126 m²
Depok, Sleman,2.250.000.000,7,540 m²,360 m²
Godean, Sleman,1.500.000.000,2,72 m²,110 m²
Purwo martani, Sleman,621.000.000,2,54 m²,116 m²
Depok, Sleman,5.900.000.000,11,500 m²,400 m²
Depok, Sleman,3.000.000.000,4,250 m²,316 m²
Sedayu, Bantul,377.000.000,2,52 m²,80 m²
Imogiri, Bantul,550.000.000,2,45 m²,87 m²
Imogiri, Bantul,595.000.000,2,42 m²,81 m²
Umbulharjo, Yogyakarta,3.500.000.000,5,150 m²,134 m²
Godean, Sleman,625.000.000,3,63 m²,111 m²
Maguwoharjo, Sleman,5.500.000.000,5,255 m²,200 m²
Maguwoharjo, Sleman,4.250.000.000,7,358 m²,259 m²
Maguwoharjo, Sleman,3.400.000.000,3,208 m²,240 m²
Maguwoharjo, Sleman,3.990.000.000,5,280 m²,340 m²
Godean, Sleman,720.000.000,2,50 m²,111 m²
Caturtunggal, Sleman,5.300.000.000,5,200 m²,512 m²
Purwo martani, Sleman,630.000.000,2,55 m²,103 m²
Mlati, Sleman,12.000.000.000,7,800 m²,580 m²
Mlati, Sleman,8.000.000.000,3,300 m²,429 m²
Mlati, Sleman,650.000.000,2,45 m²,97 m²
Banguntapan, Bantul,650.000.000,3,70 m²,105 m²
Mlati, Sleman,13.500.000.000,6,450 m²,900 m²
Mlati, Sleman,2.900.000.000,7,234 m²,431 m²
Purwo martani, Sleman,625.000.000,3,65 m²,101 m²
Godean, Sleman,595.000.000,3,60 m²,106 m²
Depok, Sleman,650.000.000,3,60 m²,101 m²
Ngaglik, Sleman,3.500.000.000,5,350 m²,361 m²
Tempel, Sleman,1.250.000.000,3,130 m²,387 m²
Sewon, Bantul,795.000.000,3,100 m²,114 m²
Ngaglik, Sleman,710.000.000,3,60 m²,140 m²
Kasihan, Bantul,595.000.000,5,92 m²,92 m²
Banguntapan, Bantul,1.350.000.000,3,134 m²,112 m²
Banguntapan, Bantul,660.000.000,2,50 m²,101 m²
Purwo martani, Sleman,675.000.000,2,50 m²,110 m²
Gamping, Sleman,8.500.000.000,7,850 m²,1000 m²
Depok, Sleman,2.250.000.000,7,540 m²,360 m²
Caturtunggal, Sleman,5.300.000.000,5,200 m²,512 m²
Purwo martani, Sleman,630.000.000,2,55 m²,103 m²
Imogiri, Bantul,550.000.000,2,45 m²,87 m²
Imogiri, Bantul,595.000.000,2,42 m²,81 m²
Condong Catur, Sleman,650.000.000,4,100 m²,110 m²
Purwo martani, Sleman,1.500.000.000,3,130 m²,133 m²
Kalasan, Sleman,5.100.000.000,6,500 m²,662 m²
Kalasan, Sleman,7.000.000.000,5,350 m²,915 m²
Ngemplak, Sleman,1.950.000.000,3,115 m²,435 m²
Ngaglik, Sleman,5.900.000.000,36,1016 m²,303 m²
Gedong Tengen, Yogyakarta,6.000.000.000,3,185 m²,200 m²
Condong Catur, Sleman,2.320.000.000,3,95 m²,138 m²
Pakem, Sleman,13.000.000.000,3,86 m²,2601 m²
Kalasan, Sleman,498.000.000,2,44 m²,108 m²
Gondokusuman, Yogyakarta,2.200.000.000,4,180 m²,206 m²
Kasihan, Bantul,365.000.000,2,46 m²,101 m²
Sewon, Bantul,375.000.000,2,45 m²,86 m²
Banguntapan, Bantul,850.000.000,3,70 m²,90 m²
Sewon, Bantul,1.350.000.000,3,95 m²,135 m²
Mlati, Sleman,1.400.000.000,3,112 m²,112 m²
Ngaglik, Sleman,5.500.000.000,3,298 m²,237 m²
Banguntapan, Bantul,1.500.000.000,4,140 m²,184 m²
Depok, Sleman,4.500.000.000,26,444 m²,378 m²
Ngaglik, Sleman,775.000.000,3,80 m²,90 m²
Kasihan, Bantul,5.500.000.000,5,250 m²,360 m²
Banguntapan, Bantul,788.000.000,3,100 m²,100 m²
Condong Catur, Sleman,650.000.000,4,100 m²,110 m²
Mlati, Sleman,1.350.000.000,4,150 m²,129 m²
Ngemplak, Sleman,1.950.000.000,3,115 m²,435 m²
Banguntapan, Bantul,495.000.000,2,55 m²,80 m²
Seyegan, Sleman,479.000.000,2,45 m²,90 m²
Wirobrajan, Yogyakarta,730.000.000,3,70 m²,72 m²
Wonosari, Gunung Kidul,210.000.000,2,36 m²,60 m²
Umbulharjo, Yogyakarta,745.000.000,3,65 m²,75 m²
Caturtunggal, Sleman,360.000.000,2,52 m²,60 m²
Prambanan, Sleman,415.000.000,2,70 m²,109 m²
Caturtunggal, Sleman,365.999.995,2,52 m²,60 m²
Kalasan, Sleman,420.000.000,2,45 m²,105 m²
Mlati, Sleman,350.000.000,2,36 m²,51 m²
Kalasan, Sleman,400.000.000,2,36 m²,84 m²
Kalasan, Sleman,1.200.000.000,2,90 m²,291 m²
Tanjungsari, Gunung Kidul,750.000.000,2,72 m²,200 m²
Mantrijeron, Yogyakarta,950.000.000,3,85 m²,123 m²
Condong Catur, Sleman,750.000.000,2,50 m²,87 m²
Turi, Sleman,440.000.000,1,35 m²,499 m²
Condong Catur, Sleman,1.125.000.000,3,60 m²,132 m²
Gondokusuman, Yogyakarta,1.300.000.000,2,60 m²,123 m²
Sleman, Sleman,5.500.000.000,5,400 m²,600 m²
Ngaglik, Sleman,5.900.000.000,36,1016 m²,303 m²
Gedong Tengen, Yogyakarta,6.000.000.000,3,185 m²,200 m²
Tegalrejo, Yogyakarta,10.500.000.000,5,500 m²,2852 m²
Depok, Sleman,1.650.000.000,3,80 m²,121 m²
Kalasan, Sleman,1.495.000.000,4,134 m²,152 m²
Depok, Sleman,1.650.000.000,5,210 m²,121 m²
Ngaglik, Sleman,4.000.000.000,7,385 m²,385 m²
Kalasan, Sleman,601.875.000,2,45 m²,79 m²
Ngaglik, Sleman,2.300.000.000,7,220 m²,238 m²
Ngaglik, Sleman,1.150.000.000,3,80 m²,160 m²
Gamping, Sleman,1.650.000.000,4,125 m²,155 m²
Kalasan, Sleman,465.000.000,2,40 m²,105 m²
Kalasan, Sleman,5.100.000.000,6,500 m²,662 m²
Kalasan, Sleman,7.000.000.000,5,350 m²,915 m²
Ngemplak, Sleman,570.000.000,2,55 m²,104 m²
Bantul,,394.200.000,3,45 m²,119 m²
Purwo martani, Sleman,625.000.000,3,65 m²,101 m²
Mlati, Sleman,13.500.000.000,6,450 m²,900 m²
Bantul,,575.000.000,3,80 m²,116 m²
Banguntapan, Bantul,650.000.000,3,70 m²,105 m²
Kalasan, Sleman,650.000.000,2,80 m²,126 m²
Purwo martani, Sleman,1.500.000.000,3,130 m²,133 m²
Kalasan, Sleman,2.900.000.000,5,165 m²,297 m²
Seyegan, Sleman,492.000.000,2,45 m²,90 m²
Depok, Sleman,1.250.000.000,4,120 m²,170 m²
Kalasan, Sleman,1.100.000.000,4,175 m²,111 m²
Caturtunggal, Sleman,365.999.995,2,52 m²,60 m²
Caturtunggal, Sleman,3.300.000.000,15,260 m²,128 m²
Sedayu, Bantul,288.000.000,2,36 m²,65 m²
Condong Catur, Sleman,1.300.000.000,4,120 m²,131 m²
Kalasan, Sleman,1.200.000.000,2,90 m²,291 m²
Umbulharjo, Yogyakarta,5.500.000.000,5,520 m²,538 m²
Gamping, Sleman,1.350.000.000,4,140 m²,127 m²
Sleman,,1.200.000.000,6,240 m²,262 m²
Godean, Sleman,780.000.000,3,70 m²,121 m²
Banguntapan, Bantul,400.000.000,2,36 m²,60 m²
Depok, Sleman,3.500.000.000,5,250 m²,300 m²
Ngaglik, Sleman,950.000.000,3,80 m²,138 m²
Depok, Sleman,920.000.000,3,54 m²,92 m²
Sleman,,726.000.000,3,70 m²,115 m²
Kasihan, Bantul,1.690.000.000,3,160 m²,112 m²
Bantul,,1.350.000.000,3,100 m²,256 m²
Ngaglik, Sleman,3.700.000.000,9,350 m²,640 m²
Ngaglik, Sleman,7.250.289.320,4,320 m²,275 m²
Gamping, Sleman,4.500.000.000,5,410 m²,491 m²
Kasihan, Bantul,5.900.000.000,5,400 m²,360 m²
Caturtunggal, Sleman,4.500.000.000,16,430 m²,430 m²
Prambanan, Sleman,380.000.000,2,70 m²,100 m²
Ngaglik, Sleman,588.000.000,2,50 m²,105 m²
Banguntapan, Bantul,950.000.000,3,95 m²,150 m²
Purwo martani, Sleman,1.400.000.000,3,125 m²,123 m²
Sleman, Sleman,1.350.000.000,3,130 m²,285 m²
Caturtunggal, Sleman,5.500.000.000,6,190 m²,525 m²
Godean, Sleman,975.000.000,3,80 m²,148 m²
Godean, Sleman,760.000.000,2,50 m²,129 m²
Depok, Sleman,850.000.000,3,120 m²,209 m²
Sewon, Bantul,1.250.000.000,3,160 m²,215 m²
Godean, Sleman,525.000.000,2,65 m²,75 m²
Kasihan, Bantul,2.800.000.000,6,227 m²,352 m²
Ngaglik, Sleman,1.100.000.000,3,90 m²,126 m²
Kasihan, Bantul,1.200.000.000,3,112 m²,104 m²
Sleman,,4.200.000.000,5,234 m²,200 m²
Banguntapan, Bantul,1.500.000.000,8,157 m²,157 m²
Ngaglik, Sleman,900.000.000,3,120 m²,141 m²
Kasihan, Bantul,2.300.000.000,6,300 m²,463 m²
Banguntapan, Bantul,750.000.000,3,140 m²,151 m²
Ngaglik, Sleman,1.900.000.000,4,160 m²,172 m²
Depok, Sleman,1.800.000.000,3,188 m²,138 m²
Depok, Sleman,3.200.000.000,3,100 m²,137 m²
Kasihan, Bantul,605.000.000,2,50 m²,100 m²
Sedayu, Bantul,397.000.000,2,36 m²,72 m²
Gamping, Sleman,5.000.000.000,4,210 m²,300 m²
Caturtunggal, Sleman,4.600.000.000,18,450 m²,550 m²
Sleman, Sleman,4.000.000.000,5,240 m²,220 m²
Ngaglik, Sleman,4.000.000.000,5,300 m²,360 m²
Bantul,,299.000.000,2,45 m²,86 m²
Sedayu, Bantul,353.000.000,2,45 m²,90 m²
Umbulharjo, Yogyakarta,1.560.000.000,3,150 m²,135 m²
Godean, Sleman,700.000.000,2,50 m²,104 m²
Godean, Sleman,480.000.000,2,45 m²,101 m²
Umbulharjo, Yogyakarta,1.500.000.000,4,160 m²,144 m²
Umbulharjo, Yogyakarta,700.000.000,5,100 m²,152 m²
Yogyakarta,,1.200.000.000,4,130 m²,112 m²
Purwo martani, Sleman,1.468.000.000,4,134 m²,147 m²
Yogyakarta,,1.700.000.000,2,,300 m²
Ngaglik, Sleman,5.000.000.000,6,350 m²,260 m²
Mlati, Sleman,8.500.000.000,"1,000",29 m²,450 m²
Mlati, Sleman,485.000.000,2,68 m²,103 m²
Godean, Sleman,700.000.000,2,50 m²,104 m²
Gamping, Sleman,650.000.000,2,60 m²,173 m²
Prambanan, Sleman,650.000.000,3,80 m²,140 m²
Seyegan, Sleman,625.000.000,3,75 m²,124 m²
Kasihan, Bantul,525.000.000,3,60 m²,101 m²
Kalasan, Sleman,510.000.000,3,70 m²,126 m²
Ngaglik, Sleman,625.000.000,3,100 m²,140 m²
Sewon, Bantul,2.368.000.000,3,120 m²,121 m²
Yogyakarta,,1.200.000.000,4,130 m²,112 m²
Purwo martani, Sleman,1.650.000.000,4,200 m²,180 m²
Umbulharjo, Yogyakarta,1.650.000.000,5,170 m²,150 m²
Kasihan, Bantul,404.480.000,2,36 m²,83 m²
Ngaglik, Sleman,845.000.000,3,97 m²,120 m²
Umbulharjo, Yogyakarta,1.560.000.000,3,150 m²,135 m²
Ngemplak, Sleman,1.255.000.000,3,70 m²,100 m²
Godean, Sleman,480.000.000,2,45 m²,101 m²
Purwo martani, Sleman,1.468.000.000,4,134 m²,147 m²
Ngaglik, Sleman,588.000.000,2,50 m²,105 m²
Banguntapan, Bantul,950.000.000,3,95 m²,150 m²
Mlati, Sleman,647.000.000,2,50 m²,105 m²
Mlati, Sleman,1.000.000.000,5,88 m²,88 m²
Sleman, Sleman,1.350.000.000,3,130 m²,285 m²
Caturtunggal, Sleman,5.500.000.000,6,190 m²,525 m²
Yogyakarta,,15.000.000.000,10,479 m²,992 m²
Sleman, Sleman,725.000.000,3,90 m²,89 m²
Kalasan, Sleman,350.000.000,2,36 m²,56 m²
Godean, Sleman,1.550.000.000,5,180 m²,146 m²
Banguntapan, Bantul,575.000.000,2,72 m²,84 m²
Seyegan, Sleman,625.000.000,3,75 m²,124 m²
Ngaglik, Sleman,625.000.000,3,100 m²,140 m²
Banguntapan, Bantul,750.000.000,3,80 m²,130 m²
Depok, Sleman,2.900.000.000,15,383 m²,140 m²
Ngaglik, Sleman,845.000.000,3,97 m²,120 m²
Sewon, Bantul,2.368.000.000,3,120 m²,121 m²
Ngemplak, Sleman,1.255.000.000,3,70 m²,100 m²
Prambanan, Sleman,650.000.000,3,80 m²,140 m²
Yogyakarta,,1.200.000.000,4,130 m²,227 m²
Kalasan, Sleman,350.000.000,2,36 m²,56 m²
Kasihan, Bantul,714.273.414,2,50 m²,108 m²
Kasihan, Bantul,450.000.000,2,50 m²,81 m²
Sleman, Sleman,725.000.000,3,90 m²,89 m²
Yogyakarta,,15.000.000.000,10,479 m²,992 m²
Ngaglik, Sleman,2.850.000.000,4,250 m²,160 m²
Condong Catur, Sleman,899.000.000,3,100 m²,140 m²
Condong Catur, Sleman,2.000.000.000,4,180 m²,149 m²
Banguntapan, Bantul,450.000.000,3,55 m²,140 m²
Depok, Sleman,4.500.000.000,16,350 m²,240 m²
Mlati, Sleman,485.000.000,2,68 m²,103 m²
Mlati, Sleman,5.400.000.000,28,640 m²,368 m²
Caturtunggal, Sleman,360.000.000,2,52 m²,60 m²
Ngemplak, Sleman,475.000.000,2,40 m²,70 m²
Gamping, Sleman,497.000.000,3,70 m²,100 m²
Wonosari, Gunung Kidul,150.500.000,2,32 m²,60 m²
Wirobrajan, Yogyakarta,975.000.000,3,100 m²,137 m²
Danurejan, Yogyakarta,1.376.000.000,4,150 m²,204 m²
